Block,Pattern,Item,Tag,X_Coordination,Y_Coordination,Z_Coordination
1688224270503,VR-difficult,4,Blue Pyramids,Different,2.617598,0.6160091,-1.394632
1688224270503,VR-difficult,4,Red Pyramids,Different,2.755058,1.326535,0.7493421
1688224270503,VR-difficult,4,Blue Cylinder,Different,2.743176,2.033939,0.8674662
1688224270503,VR-difficult,4,Purple Sphere,Different,2.18549,0.7624499,1.512095
1688224270503,VR-difficult,4,Red Sphere,Different,0.9208375,1.281046,-0.6675301
1688224270503,VR-difficult,4,Purple Sphere,Different,0.42103,1.542032,0.3514269
1688224270503,VR-difficult,4,Red Pyramids,Different,0.4246325,0.8050313,0.2303683
1688224270503,VR-difficult,4,Blue Pyramids,Different,1.941004,1.213214,-0.5688905
1688224277765,VR-difficult,5,Blue Sphere,Target,1.865477,1.302114,0.2696212
1688224277765,VR-difficult,5,Blue Cylinder,Same Color,1.42394,1.771787,0.9634874
1688224277765,VR-difficult,5,Blue Cube,Same Color,2.621056,1.103894,0.8672862
1688224277765,VR-difficult,5,Blue Cylinder,Same Color,2.293926,0.4973686,1.492158
1688224277765,VR-difficult,5,Blue Cube,Same Color,1.991215,1.749826,1.343837
1688224277765,VR-difficult,5,Blue Cube,Same Color,1.141196,1.543802,0.3219537
1688224277765,VR-difficult,5,Blue Cylinder,Same Color,0.8411424,1.205345,-0.2688413
1688224277765,VR-difficult,5,Blue Cube,Same Color,2.707575,0.4435422,-0.7986239
1688224277765,VR-difficult,5,Blue Pyramids,Same Color,2.481835,1.99413,1.615716
1688224277765,VR-difficult,5,Blue Cube,Same Color,1.66073,1.977153,0.1343518
1688224277765,VR-difficult,5,Blue Pyramids,Same Color,1.817589,1.720605,0.5697992
1688224277765,VR-difficult,5,Blue Cylinder,Same Color,1.937556,1.539724,-0.3720468
1688224277765,VR-difficult,5,Blue Cube,Same Color,2.566098,0.3179035,-0.2448647
1688224277765,VR-difficult,5,Red Sphere,Same Shape,2.355852,1.741343,-0.7012937
1688224277765,VR-difficult,5,Red Sphere,Same Shape,1.894933,0.744725,0.2996311
1688224277765,VR-difficult,5,Purple Sphere,Same Shape,2.753884,1.39638,1.282334
1688224277765,VR-difficult,5,Purple Sphere,Same Shape,1.314898,0.7036424,1.278814
1688224277765,VR-difficult,5,Red Sphere,Same Shape,2.65853,0.9983157,-0.3565479
1688224277765,VR-difficult,5,Red Sphere,Same Shape,2.471729,2.156887,-0.3781818
1688224277765,VR-difficult,5,Yellow Sphere,Same Shape,2.698789,0.415529,1.80779
1688224277765,VR-difficult,5,Red Sphere,Same Shape,1.26765,1.201892,0.8227621
1688224277765,VR-difficult,5,Yellow Sphere,Same Shape,1.472729,1.38106,-0.6471746
1688224277765,VR-difficult,5,Yellow Sphere,Same Shape,2.485881,0.5085353,-1.335278
1688224277765,VR-difficult,5,Yellow Sphere,Same Shape,1.819094,0.7413353,1.361123
1688224277765,VR-difficult,5,Yellow Sphere,Same Shape,0.6452382,1.565702,0.05424201
1688224277765,VR-difficult,5,Yellow Cylinder,Different,2.731432,2.207937,0.2461951
1688224277765,VR-difficult,5,Red Cylinder,Different,1.54216,1.950848,-0.4822134
1688224277765,VR-difficult,5,Yellow Cube,Different,1.855365,1.097668,-0.9862738
1688224277765,VR-difficult,5,Purple Pyramids,Different,2.217013,0.5738451,0.9099917
1688224277765,VR-difficult,5,Purple Cube,Different,1.510712,0.4610389,-0.6838205
1688224277765,VR-difficult,5,Red Cylinder,Different,2.419116,1.896167,0.5200738
1688224277765,VR-difficult,5,Red Cylinder,Different,2.35164,1.081536,1.588826
1688224277765,VR-difficult,5,Purple Cylinder,Different,1.859234,1.284635,0.9830826
1688224277765,VR-difficult,5,Purple Pyramids,Different,0.8043141,1.822502,-0.471674
1688224277765,VR-difficult,5,Purple Pyramids,Different,2.668043,0.9196358,0.3785685
1688224277765,VR-difficult,5,Yellow Pyramids,Different,2.633986,2.218966,-0.9432094
1688224277765,VR-difficult,5,Yellow Pyramids,Different,2.607501,1.292354,-1.20921
1688226727979,AR-difficult,1,Yellow Sphere,Target,0.9512969,1.107665,-0.1400388
1688226727979,AR-difficult,1,Yellow Pyramids,Same Color,2.604799,1.702387,-0.7028469
1688226727979,AR-difficult,1,Yellow Pyramids,Same Color,2.475714,1.338494,0.297663
1688226727979,AR-difficult,1,Yellow Cube,Same Color,1.957769,1.353409,1.484324
1688226727979,AR-difficult,1,Yellow Cylinder,Same Color,1.493177,1.574804,1.014274
1688226727979,AR-difficult,1,Yellow Cylinder,Same Color,0.5018739,1.484034,-0.4814671
1688226727979,AR-difficult,1,Yellow Cylinder,Same Color,0.4707462,0.9630181,-0.4379473
1688226727979,AR-difficult,1,Yellow Cube,Same Color,2.179376,1.167741,-0.9085927
1688226727979,AR-difficult,1,Yellow Pyramids,Same Color,2.116824,1.224714,1.024845
1688226727979,AR-difficult,1,Yellow Pyramids,Same Color,1.45003,0.62384,0.2744938
1688226727979,AR-difficult,1,Yellow Pyramids,Same Color,1.767378,1.910935,-0.9372947
1688226727979,AR-difficult,1,Yellow Pyramids,Same Color,1.987402,1.260332,-0.0278725
1688226727979,AR-difficult,1,Yellow Pyramids,Same Color,2.299086,0.6706426,-0.6847147
1688226727979,AR-difficult,1,Purple Sphere,Same Shape,2.184393,0.3411396,0.6756301
1688226727979,AR-difficult,1,Purple Sphere,Same Shape,1.644648,2.034849,0.5563064
1688226727979,AR-difficult,1,Purple Sphere,Same Shape,0.9840161,0.6844814,0.8129665
1688226727979,AR-difficult,1,Purple Sphere,Same Shape,2.298774,2.000347,-0.4006526
1688226727979,AR-difficult,1,Purple Sphere,Same Shape,2.206052,1.985812,0.3856528
1688226727979,AR-difficult,1,Purple Sphere,Same Shape,2.534936,0.8348541,-1.139308
1688226727979,AR-difficult,1,Purple Sphere,Same Shape,2.677016,0.975162,1.504211
1688226727979,AR-difficult,1,Red Sphere,Same Shape,1.112519,1.654867,0.1110542
1688226727979,AR-difficult,1,Purple Sphere,Same Shape,2.455862,0.1699477,1.119553
1688226727979,AR-difficult,1,Red Sphere,Same Shape,2.758469,2.072872,0.8690385
1688226727979,AR-difficult,1,Red Sphere,Same Shape,1.911987,2.0742,-0.0899933
1688226727979,AR-difficult,1,Blue Sphere,Same Shape,0.6259987,1.303355,0.4129261
1688226727979,AR-difficult,1,Purple Cube,Different,1.73302,0.6092573,1.114396
1688226727979,AR-difficult,1,Purple Cube,Different,2.063036,0.3065601,1.420335
1688226727979,AR-difficult,1,Purple Pyramids,Different,1.192443,1.186465,-0.6263381
1688226727979,AR-difficult,1,Red Pyramids,Different,1.44539,1.828193,-0.3654273
1688226727979,AR-difficult,1,Red Pyramids,Different,1.791648,0.6718894,-0.2438603
1688226727979,AR-difficult,1,Purple Pyramids,Different,2.619419,1.515375,0.7625606
1688226727979,AR-difficult,1,Purple Cube,Different,2.762001,0.1641942,-0.9534438
1688226727979,AR-difficult,1,Red Cube,Different,1.483783,1.035304,0.6442241
1688226727979,AR-difficult,1,Red Cube,Different,2.703218,1.588633,-1.379112
1688226727979,AR-difficult,1,Purple Pyramids,Different,2.266052,2.041105,-1.002829
1688226727979,AR-difficult,1,Red Cube,Different,1.666033,2.039775,1.167997
1688226727979,AR-difficult,1,Purple Pyramids,Different,2.670786,2.157933,1.6805
1688227267987,AV-easy,0,Purple Cylinder,Target,1.575362,0.8805789,1.313216
1688227267987,AV-easy,0,Purple Sphere,Same Color,2.41526,1.481621,0.4685775
1688227267987,AV-easy,0,Purple Cube,Same Color,2.608299,0.4471287,1.707148
1688227267987,AV-easy,0,Purple Pyramids,Same Color,1.912361,0.4950308,0.9437866
1688227267987,AV-easy,0,Purple Pyramids,Same Color,1.225302,1.895548,0.02503651
1688227267987,AV-easy,0,Purple Pyramids,Same Color,1.550959,1.957311,0.8838712
1688227267987,AV-easy,0,Purple Pyramids,Same Color,0.9057668,1.357136,-0.5494384
1688227267987,AV-easy,0,Blue Cylinder,Same Shape,1.029066,0.7381909,1.052836
1688227267987,AV-easy,0,Yellow Cylinder,Same Shape,1.306701,0.6650167,-0.5704409
1688227267987,AV-easy,0,Yellow Cylinder,Same Shape,2.217225,0.7622496,0.09863853
1688227267987,AV-easy,0,Red Cylinder,Same Shape,2.671898,2.184863,-0.4809519
1688227267987,AV-easy,0,Yellow Cylinder,Same Shape,2.76339,1.230644,1.492065
1688227267987,AV-easy,0,Blue Cylinder,Same Shape,1.041206,1.740247,0.6629901
1688227267987,AV-easy,0,Red Sphere,Different,2.189571,1.874603,-0.2643136
1688227267987,AV-easy,0,Yellow Sphere,Different,2.392756,0.7348844,-0.4548277
1688227267987,AV-easy,0,Blue Pyramids,Different,0.4242419,1.504803,0.462458
1688227267987,AV-easy,0,Yellow Cube,Different,1.424052,1.408356,0.8572131
1688227267987,AV-easy,0,Yellow Sphere,Different,2.09739,2.120669,-0.988941
1688227267987,AV-easy,0,Yellow Cube,Different,1.597391,0.4679221,-0.1100146
1688227287068,AV-easy,1,Blue Sphere,Target,2.554539,1.602874,0.2724908
1688227287068,AV-easy,1,Blue Cylinder,Same Color,0.9892961,1.701032,-0.2729029
1688227287068,AV-easy,1,Blue Cylinder,Same Color,1.318916,1.331095,0.247516
1688227287068,AV-easy,1,Blue Pyramids,Same Color,2.243613,0.4691726,0.08554637
1688227287068,AV-easy,1,Blue Cube,Same Color,0.8454929,1.78438,0.6423012
1688227287068,AV-easy,1,Blue Pyramids,Same Color,2.410143,1.634635,-0.8754946
1688227287068,AV-easy,1,Blue Cylinder,Same Color,1.202387,0.5468405,0.7759681
1688227287068,AV-easy,1,Red Sphere,Same Shape,2.162922,1.919729,1.319348
1688227287068,AV-easy,1,Red Sphere,Same Shape,1.320328,1.239943,-0.3218526
1688227287068,AV-easy,1,Yellow Sphere,Same Shape,2.170943,1.704484,-0.3164064
1688227287068,AV-easy,1,Yellow Sphere,Same Shape,0.7491297,1.066247,0.7783192
1688227287068,AV-easy,1,Purple Sphere,Same Shape,2.055058,0.7336954,-0.8566486
1688227287068,AV-easy,1,Purple Sphere,Same Shape,2.365718,0.5645842,1.711051
1688227287068,AV-easy,1,Purple Pyramids,Different,2.060341,2.035361,-1.025839
1688227287068,AV-easy,1,Yellow Cylinder,Different,1.062866,0.6876776,-0.5486571
1688227287068,AV-easy,1,Purple Pyramids,Different,2.734601,0.33638,1.083929
1688227287068,AV-easy,1,Purple Cylinder,Different,1.82035,0.9362535,0.8615237
1688227287068,AV-easy,1,Red Cylinder,Different,2.179701,1.145263,1.57054
1688227287068,AV-easy,1,Purple Cube,Different,1.372006,1.751672,0.5624328
1688227294829,AV-easy,2,Blue Sphere,Target,0.6308659,0.985459,0.9183418
1688227294829,AV-easy,2,Blue Pyramids,Same Color,1.502269,0.5812225,1.088323
1688227294829,AV-easy,2,Blue Pyramids,Same Color,2.123642,1.339424,-0.2682241
1688227294829,AV-easy,2,Blue Cube,Same Color,2.445119,1.522014,-0.6474537
1688227294829,AV-easy,2,Blue Pyramids,Same Color,2.618784,1.728414,1.167473
1688227294829,AV-easy,2,Blue Pyramids,Same Color,2.655986,1.2989,0.8031073
1688227294829,AV-easy,2,Blue Cylinder,Same Color,2.030794,1.392081,1.466677
1688227294829,AV-easy,2,Purple Sphere,Same Shape,1.916734,0.7763965,0.0209505
1688227294829,AV-easy,2,Yellow Sphere,Same Shape,0.621711,1.798852,0.9480758
1688227294829,AV-easy,2,Red Sphere,Same Shape,2.761204,2.232844,-0.481925
1688227294829,AV-easy,2,Yellow Sphere,Same Shape,0.4353284,1.535032,-0.1558242
1688227294829,AV-easy,2,Red Sphere,Same Shape,1.133191,0.708934,-0.7694401
1688227294829,AV-easy,2,Red Sphere,Same Shape,1.715797,1.560846,0.721371
1688227294829,AV-easy,2,Red Cube,Different,2.589449,2.014234,0.2487096
1688227294829,AV-easy,2,Yellow Cube,Different,1.380102,0.8133479,0.2632599
1688227294829,AV-easy,2,Red Cube,Different,1.358945,1.962854,1.183354
1688227294829,AV-easy,2,Purple Cube,Different,2.751921,0.4949773,0.3001609
1688227294829,AV-easy,2,Purple Cylinder,Different,0.9450216,1.380962,0.7196739
1688227294829,AV-easy,2,Yellow Cylinder,Different,2.385276,0.6832685,1.36494
1688227302585,AV-easy,3,Blue Sphere,Target,2.610741,0.9917566,1.795453
1688227302585,AV-easy,3,Blue Cylinder,Same Color,0.4561206,1.388911,0.1667442
1688227302585,AV-easy,3,Blue Cylinder,Same Color,2.489637,0.1612632,-0.8324681
1688227302585,AV-easy,3,Blue Pyramids,Same Color,2.50681,1.56842,0.4954847
1688227302585,AV-easy,3,Blue Cube,Same Color,1.048616,1.783707,0.8593811
1688227302585,AV-easy,3,Blue Cube,Same Color,2.622931,1.182065,-0.5828294
1688227302585,AV-easy,3,Blue Cylinder,Same Color,2.478352,1.692582,1.690802
1688227302585,AV-easy,3,Yellow Sphere,Same Shape,2.614742,0.1724665,1.775565
1688227302585,AV-easy,3,Red Sphere,Same Shape,1.869843,1.681533,0.3959136
1688227302585,AV-easy,3,Purple Sphere,Same Shape,2.560624,2.127909,-1.357223
1688227302585,AV-easy,3,Purple Sphere,Same Shape,2.290633,0.4417759,-1.259294
1688227302585,AV-easy,3,Red Sphere,Same Shape,2.257727,0.7038249,0.312674
1688227302585,AV-easy,3,Purple Sphere,Same Shape,0.8351245,1.257254,-0.5037169
1688227302585,AV-easy,3,Yellow Cylinder,Different,0.9333625,0.8760073,0.9772227
1688227302585,AV-easy,3,Red Cube,Different,1.682827,0.8640927,0.8804272
1688227302585,AV-easy,3,Red Cube,Different,2.306696,1.486863,0.9905514
1688227302585,AV-easy,3,Purple Pyramids,Different,1.543365,1.871017,-0.001337171
1688227302585,AV-easy,3,Yellow Pyramids,Different,2.741545,1.224158,1.013659
1688227302585,AV-easy,3,Yellow Cube,Different,0.7172005,0.8195172,0.3877305
1688227310092,AV-easy,4,Blue Sphere,Target,2.66981,0.2642511,-0.9849773
1688227310092,AV-easy,4,Blue Pyramids,Same Color,1.359466,1.515325,-0.804217
1688227310092,AV-easy,4,Blue Pyramids,Same Color,2.232619,0.8735046,1.329739
1688227310092,AV-easy,4,Blue Cube,Same Color,2.58042,1.258382,0.04676712
1688227310092,AV-easy,4,Blue Cube,Same Color,0.8227795,1.061203,-0.1976055
1688227310092,AV-easy,4,Blue Cylinder,Same Color,2.375829,1.987512,-0.6871195
1688227310092,AV-easy,4,Blue Pyramids,Same Color,2.608147,2.201628,-1.335005
1688227310092,AV-easy,4,Yellow Sphere,Same Shape,2.749882,0.1797363,1.27762
1688227310092,AV-easy,4,Yellow Sphere,Same Shape,1.814281,1.335257,-1.055691
1688227310092,AV-easy,4,Red Sphere,Same Shape,2.016911,1.877971,0.8898326
1688227310092,AV-easy,4,Purple Sphere,Same Shape,1.164665,1.003918,-0.5806322
1688227310092,AV-easy,4,Red Sphere,Same Shape,1.833013,1.451494,0.0185554
1688227310092,AV-easy,4,Red Sphere,Same Shape,2.132559,0.9643469,0.5346502
1688227310092,AV-easy,4,Yellow Pyramids,Different,1.125433,1.449031,-0.08358902
1688227310092,AV-easy,4,Purple Cylinder,Different,2.297457,0.5967002,-0.2169049
1688227310092,AV-easy,4,Purple Cube,Different,2.493665,1.373541,1.658281
1688227310092,AV-easy,4,Purple Cube,Different,1.461981,1.120048,0.7973773
1688227310092,AV-easy,4,Red Cylinder,Different,1.521524,0.5999191,-0.3216621
1688227310092,AV-easy,4,Yellow Cube,Different,2.71489,0.7930669,1.568045
1688227317350,AV-easy,5,Yellow Sphere,Target,0.8478471,1.51743,0.03963149
1688227317350,AV-easy,5,Yellow Cube,Same Color,1.570793,0.8182881,-0.3047822
1688227317350,AV-easy,5,Yellow Cube,Same Color,2.476426,0.4605836,0.4071081
1688227317350,AV-easy,5,Yellow Cylinder,Same Color,2.16339,1.341438,0.5887325
1688227317350,AV-easy,5,Yellow Cylinder,Same Color,1.802528,1.669958,-0.2024187
1688227317350,AV-easy,5,Yellow Cylinder,Same Color,2.299202,1.866412,-0.1460469
1688227317350,AV-easy,5,Yellow Cube,Same Color,2.641777,1.399637,-1.102767
1688227317350,AV-easy,5,Purple Sphere,Same Shape,2.077111,1.746326,1.20211
1688227317350,AV-easy,5,Red Sphere,Same Shape,0.8665695,1.502452,0.6979697
1688227317350,AV-easy,5,Red Sphere,Same Shape,2.598846,1.091084,1.767596
1688227317350,AV-easy,5,Blue Sphere,Same Shape,1.565318,1.759831,0.7142162
1688227317350,AV-easy,5,Red Sphere,Same Shape,2.138903,1.844135,0.6651008
1688227317350,AV-easy,5,Purple Sphere,Same Shape,2.109002,0.7484449,0.8480173
1688227317350,AV-easy,5,Blue Cube,Different,1.352779,0.8575851,0.7734418
1688227317350,AV-easy,5,Blue Cylinder,Different,0.5310237,1.027469,0.8744839
1688227317350,AV-easy,5,Red Cylinder,Different,2.598431,1.67938,0.3512328
1688227317350,AV-easy,5,Purple Pyramids,Different,2.33298,2.085902,-1.184621
1688227317350,AV-easy,5,Blue Pyramids,Different,1.940153,0.7426729,1.528692
1688227317350,AV-easy,5,Purple Pyramids,Different,2.562647,0.273442,-1.209837
1689327664806,VR-easy,1,TargetPanelLeft,Panel,1.82,1.2,-1.55
1689327664806,VR-easy,1,Purple Pyramids,Target,-0.7132406,0.6729885,-2.20757
1689327664806,VR-easy,1,Purple Sphere,Same Color,0.5589148,1.115313,-1.813913
1689327664806,VR-easy,1,Purple Cylinder,Same Color,0.9953609,1.804998,-2.62692
1689327664806,VR-easy,1,Purple Cylinder,Same Color,1.249543,0.6772522,-2.626844
1689327664806,VR-easy,1,Purple Cube,Same Color,0.4726589,0.6835429,-1.521142
1689327664806,VR-easy,1,Purple Sphere,Same Color,-0.1763487,1.674455,-1.815113
1689327664806,VR-easy,1,Purple Cube,Same Color,1.203167,0.8753536,-1.971588
1689327664806,VR-easy,1,Red Pyramids,Same Shape,-0.3195874,1.708618,-2.461996
1689327664806,VR-easy,1,Red Pyramids,Same Shape,-0.8335477,1.676305,-2.285397
1689327664806,VR-easy,1,Blue Pyramids,Same Shape,-0.01793033,0.8647378,-2.041456
1689327664806,VR-easy,1,Yellow Pyramids,Same Shape,0.01306641,1.47604,-0.4413898
1689327664806,VR-easy,1,Blue Pyramids,Same Shape,0.9349099,1.802333,-1.976207
1689327664806,VR-easy,1,Yellow Pyramids,Same Shape,0.2513067,1.641184,-0.8559864
1689327664806,VR-easy,1,Blue Cylinder,Different,0.03973669,2.242796,-2.659805
1689327664806,VR-easy,1,Yellow Cylinder,Different,-1.576225,1.206905,-2.648527
1689327664806,VR-easy,1,Blue Cube,Different,1.311495,0.3253952,-2.061777
1689327664806,VR-easy,1,Red Cube,Different,-0.2247703,1.16693,-1.076508
1689327664806,VR-easy,1,Blue Sphere,Different,-0.5964966,1.208956,-1.490009
1689327672310,VR-easy,2,TargetPanelLeft,Panel,1.82,1.2,-1.55
1689327672310,VR-easy,2,Yellow Cylinder,Target,-1.055134,1.144549,-1.989255
1689327672310,VR-easy,2,Yellow Sphere,Same Color,-1.311971,0.7104642,-1.785818
1689327672310,VR-easy,2,Yellow Sphere,Same Color,0.4342559,0.8690532,-1.636952
1689327672310,VR-easy,2,Yellow Pyramids,Same Color,0.6604514,1.301536,-2.668555
1689327672310,VR-easy,2,Yellow Cube,Same Color,-0.07761341,1.465227,-0.9644634
1689327672310,VR-easy,2,Yellow Pyramids,Same Color,-0.394871,0.9161771,-2.575022
1689327672310,VR-easy,2,Yellow Pyramids,Same Color,0.02083099,0.427787,-2.535919
1689327672310,VR-easy,2,Blue Cylinder,Same Shape,-0.7076006,0.5726952,-1.889487
1689327672310,VR-easy,2,Blue Cylinder,Same Shape,0.6302277,1.461617,-1.697658
1689327672310,VR-easy,2,Purple Cylinder,Same Shape,-0.8660543,0.6181591,-2.729333
1689327672310,VR-easy,2,Red Cylinder,Same Shape,0.08885473,2.070308,-2.625435
1689327672310,VR-easy,2,Blue Cylinder,Same Shape,1.404868,1.526006,-2.57896
1689327672310,VR-easy,2,Blue Cylinder,Same Shape,0.3279266,1.164116,-1.214927
1689327672310,VR-easy,2,Red Cube,Different,-1.129338,1.766792,-1.863975
1689327672310,VR-easy,2,Blue Sphere,Different,-1.525837,0.2037895,-2.366875
1689327672310,VR-easy,2,Red Sphere,Different,-0.2313399,0.8247774,-0.6749713
1689327672310,VR-easy,2,Red Sphere,Different,0.369108,0.7042392,-0.9405963
1689327672310,VR-easy,2,Purple Sphere,Different,1.002793,0.9080837,-2.423066
1689327679566,VR-easy,3,TargetPanelLeft,Panel,1.82,1.2,-1.55
1689327679566,VR-easy,3,Blue Cylinder,Target,1.297127,0.5984862,-2.438275
1689327679566,VR-easy,3,Blue Sphere,Same Color,-0.4758731,0.3568036,-2.620955
1689327679566,VR-easy,3,Blue Pyramids,Same Color,-1.474522,0.5065904,-2.530264
1689327679566,VR-easy,3,Blue Sphere,Same Color,-0.3252238,0.5605788,-2.003538
1689327679566,VR-easy,3,Blue Pyramids,Same Color,-0.1762934,0.7406214,-1.014931
1689327679566,VR-easy,3,Blue Pyramids,Same Color,-0.9779737,1.810997,-2.323518
1689327679566,VR-easy,3,Blue Sphere,Same Color,1.077449,1.229654,-1.446293
1689327679566,VR-easy,3,Red Cylinder,Same Shape,0.8374354,1.696399,-1.386611
1689327679566,VR-easy,3,Red Cylinder,Same Shape,0.1188142,1.683768,-2.701355
1689327679566,VR-easy,3,Yellow Cylinder,Same Shape,-0.07818705,1.330923,-1.939722
1689327679566,VR-easy,3,Yellow Cylinder,Same Shape,0.2258829,0.849202,-1.534384
1689327679566,VR-easy,3,Red Cylinder,Same Shape,0.5509425,1.424381,-1.772582
1689327679566,VR-easy,3,Purple Cylinder,Same Shape,-0.1164166,0.8130479,-2.469441
1689327679566,VR-easy,3,Purple Pyramids,Different,1.156194,2.174534,-2.406304
1689327679566,VR-easy,3,Red Pyramids,Different,-1.159831,1.71261,-1.844755
1689327679566,VR-easy,3,Red Cube,Different,0.6710437,1.644443,-2.60144
1689327679566,VR-easy,3,Purple Pyramids,Different,-0.636979,1.82243,-1.244323
1689327679566,VR-easy,3,Red Pyramids,Different,-0.4488693,2.015445,-2.410133
1689327686824,VR-easy,4,TargetPanelRight,Panel,-1.820001,1.2,-1.55
1689327686824,VR-easy,4,Blue Pyramids,Target,0.07323825,0.5898923,-2.460873
1689327686824,VR-easy,4,Blue Cylinder,Same Color,0.2589871,1.466339,-1.82623
1689327686824,VR-easy,4,Blue Cylinder,Same Color,1.414037,0.5752167,-2.741191
1689327686824,VR-easy,4,Blue Cube,Same Color,-1.197617,1.346676,-1.775569
1689327686824,VR-easy,4,Blue Cube,Same Color,-1.373102,0.5875529,-2.374861
1689327686824,VR-easy,4,Blue Cylinder,Same Color,-0.9932835,1.96966,-2.058941
1689327686824,VR-easy,4,Blue Cylinder,Same Color,-0.6369071,1.337319,-1.313058
1689327686824,VR-easy,4,Purple Pyramids,Same Shape,-0.8132622,0.870399,-1.925498
1689327686824,VR-easy,4,Red Pyramids,Same Shape,0.0009111762,1.247236,-2.584259
1689327686824,VR-easy,4,Purple Pyramids,Same Shape,-0.8400369,0.6795796,-0.8590601
1689327686824,VR-easy,4,Purple Pyramids,Same Shape,-0.6105648,1.743334,-0.4851498
1689327686824,VR-easy,4,Yellow Pyramids,Same Shape,0.6299295,1.821696,-1.072416
1689327686824,VR-easy,4,Red Pyramids,Same Shape,0.5282478,0.8693662,-1.622027
1689327686824,VR-easy,4,Purple Cylinder,Different,-1.061301,1.628433,-2.573447
1689327686824,VR-easy,4,Yellow Sphere,Different,0.08678389,1.961681,-2.574838
1689327686824,VR-easy,4,Red Cylinder,Different,1.060865,2.043876,-1.912032
1689327686824,VR-easy,4,Red Sphere,Different,0.6417687,0.2356642,-2.404504
1689327686824,VR-easy,4,Red Cylinder,Different,0.04629254,1.171645,-0.4203196
1689327694577,VR-easy,5,TargetPanelRight,Panel,-1.820001,1.2,-1.55
1689327694577,VR-easy,5,Blue Sphere,Target,1.074773,2.058569,-2.519494
1689327694577,VR-easy,5,Blue Cylinder,Same Color,-0.5505933,1.600343,-1.984035
1689327694577,VR-easy,5,Blue Pyramids,Same Color,-0.6513974,2.169371,-2.765686
1689327694577,VR-easy,5,Blue Cylinder,Same Color,0.3200321,0.8112421,-2.244141
1689327694577,VR-easy,5,Blue Cylinder,Same Color,1.174926,1.704891,-1.934476
1689327694577,VR-easy,5,Blue Cylinder,Same Color,1.101822,0.915328,-2.239138
1689327694577,VR-easy,5,Blue Cube,Same Color,-1.21555,1.27295,-2.294249
1689327694577,VR-easy,5,Purple Sphere,Same Shape,-0.8839467,0.892967,-1.923562
1689327694577,VR-easy,5,Purple Sphere,Same Shape,-1.411427,1.915619,-1.961437
1689327694577,VR-easy,5,Yellow Sphere,Same Shape,0.5314332,0.416921,-2.627111
1689327694577,VR-easy,5,Red Sphere,Same Shape,0.6909362,1.007458,-0.5456827
1689327694577,VR-easy,5,Red Sphere,Same Shape,-0.3708773,1.836207,-0.9914831
1689327694577,VR-easy,5,Purple Sphere,Same Shape,-0.07804078,1.176862,-0.8329023
1689327694577,VR-easy,5,Red Cube,Different,0.3081632,1.423474,-1.181692
1689327694577,VR-easy,5,Purple Cube,Different,0.3538578,2.155662,-2.624444
1689327694577,VR-easy,5,Red Cylinder,Different,-0.1600294,1.105476,-1.972309
1689327694577,VR-easy,5,Red Cylinder,Different,0.5421968,0.4386721,-1.567167
1689327694577,VR-easy,5,Purple Cylinder,Different,0.4481444,1.660147,-1.997366
1689327702086,VR-easy,6,TargetPanelRight,Panel,-1.820001,1.2,-1.55
1689327702086,VR-easy,6,Purple Pyramids,Target,0.4561308,0.8710675,-0.7155584
1689327702086,VR-easy,6,Purple Cylinder,Same Color,-1.192499,1.724031,-2.125805
1689327702086,VR-easy,6,Purple Cylinder,Same Color,-0.2804096,1.521617,-0.4492186
1689327702086,VR-easy,6,Purple Cube,Same Color,-0.5731807,1.025254,-2.10925
1689327702086,VR-easy,6,Purple Cylinder,Same Color,-0.7328683,0.4391648,-2.185517
1689327702086,VR-easy,6,Purple Cube,Same Color,-1.163089,0.4667329,-1.638624
1689327702086,VR-easy,6,Purple Sphere,Same Color,0.1153019,1.466742,-0.7826726
1689327702086,VR-easy,6,Yellow Pyramids,Same Shape,0.3360844,1.004781,-2.141264
1689327702086,VR-easy,6,Blue Pyramids,Same Shape,0.08705729,0.5782007,-2.548047
1689327702086,VR-easy,6,Red Pyramids,Same Shape,1.246766,1.866433,-1.970716
1689327702086,VR-easy,6,Yellow Pyramids,Same Shape,-0.2782757,1.02906,-1.674077
1689327702086,VR-easy,6,Yellow Pyramids,Same Shape,1.229557,0.5440831,-2.498125
1689327702086,VR-easy,6,Yellow Pyramids,Same Shape,0.9733462,0.876301,-1.834782
1689327702086,VR-easy,6,Blue Cube,Different,0.7290561,1.920608,-2.461855
1689327702086,VR-easy,6,Red Cylinder,Different,0.8681794,0.7175669,-1.317501
1689327702086,VR-easy,6,Yellow Cylinder,Different,-0.09314573,1.846728,-2.234992
1689327702086,VR-easy,6,Red Cylinder,Different,-1.003906,1.391871,-2.68361
1689327702086,VR-easy,6,Red Cylinder,Different,-0.6254527,2.117813,-2.333436
1689327709345,VR-easy,7,TargetPanelRight,Panel,-1.820001,1.2,-1.55
1689327709345,VR-easy,7,Purple Sphere,Target,1.570234,1.882683,-2.705912
1689327709345,VR-easy,7,Purple Cube,Same Color,-0.2113783,1.723003,-2.558967
1689327709345,VR-easy,7,Purple Cube,Same Color,-1.483706,0.750344,-2.206043
1689327709345,VR-easy,7,Purple Cylinder,Same Color,-1.201168,1.87124,-2.080973
1689327709345,VR-easy,7,Purple Cube,Same Color,-0.01391947,1.569396,-1.691162
